is_weekend,hour,elevation_m,num_vehicles,driver_age,driving_exp_yrs,estimated_speed_kmh,speed_limit_kmh,speeding,precipitation_mm,temp_avg_c,visibility_km,wind_speed_kmh,road_slope_deg,wx_tavg,wx_tmin,wx_tmax,wx_prcp,wx_wspd,wx_pres,wx_temp_range,wx_is_rainy,wx_heavy_rain,wx_rain_3day,wx_pressure_drop,vehicle_risk_weight,is_heavy_vehicle,is_two_wheeler,veh_bus,veh_car,veh_lorry,veh_motorcycle,veh_three-wheeler,speed_ratio,speed_excess_kmh,is_over_limit,hour_sin,hour_cos,is_night,is_morning_peak,is_evening_peak,is_monsoon,season_enc,road_curv_enc,surface_enc,is_sharp,slope_cat,is_steep,slope_x_curve,acc_fell_off_road,acc_head_on,acc_hit_barrier,acc_overturn,acc_pedestrian_hit,acc_rear_end,acc_sideswipe,acc_vehicle_fire,weather_enc,vis_class,rain_intensity,is_low_vis,is_fog_risk,young_driver,senior_driver,inexperienced,exp_ratio,high_risk_combo,wet_night,lorry_steep,moto_rain,vis_rain_prod,speed_wet,rain_x_curve,vis_x_night,location_risk
0,12,537,1,22.0,4.0,90.0,70,1,2.6,29.6,2.7,15.4,1.9,29.6,22.335714285714285,33.01428571428571,2.6,15.4,1009.7,10.678571428571427,1,0,2.6,-3.5,3,0,1,0,0,0,0,1,1.286,20.0,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,2,0,0.0,0,0.0,0,0,0,0,0,0,0,1,1,1.0,1.0,0,0,1,0,0,0.8,0,0,0,1,1.0,20.0,0.0,0.0,0.4090909090909091
0,8,531,1,31.0,0.0,48.0,50,0,0.0,27.6,8.8,14.8,11.0,27.6,22.335714285714285,33.01428571428571,0.0,14.8,1012.5,10.678571428571427,0,0,2.6,2.8,3,0,1,0,0,0,0,1,0.96,0.0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,3,1,2.0,1,22.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.087719298245614
0,17,489,1,45.0,19.0,62.0,70,0,3.4,26.8,2.7,16.9,0.7,26.8,22.335714285714285,33.01428571428571,3.4,16.9,1010.9,10.678571428571427,1,0,6.0,-1.6,2,0,0,0,1,0,0,0,0.886,0.0,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,0,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.679,0,0,0,0,1.0,0.0,0.0,0.0,0.34782608695652173
0,8,568,1,37.0,12.0,37.0,50,0,2.5,25.9,2.6,17.7,14.5,25.9,22.335714285714285,33.01428571428571,2.5,17.7,1011.6357142857142,10.678571428571427,1,0,5.9,0.74,3,0,1,0,0,0,0,1,0.74,0.0,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,1,1,2.0,1,29.0,1,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.6,1,0,0,1,1.0,0.0,2.0,0.0,1.2295081967213115
0,12,620,1,44.0,12.0,77.0,50,1,0.0,28.8,8.0,18.1,12.4,28.8,23.178947368421053,34.73157894736842,0.0,18.1,1010.6,11.552631578947366,0,0,5.9,-1.04,4,1,0,0,0,1,0,0,1.54,27.0,1,1.2246467991473532e-16,-1.0,0,0,0,0,0,2,2,1,2.0,1,24.8,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.444,0,0,1,0,0.0,27.0,0.0,0.0,1.1355932203389831
1,10,537,2,46.0,5.0,84.0,50,1,7.3,25.1,2.6,12.6,11.7,25.1,23.178947368421053,34.73157894736842,7.3,12.6,1009.0,11.552631578947366,1,1,9.8,-1.6,2,0,0,0,1,0,0,0,1.68,34.0,1,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,2,1,1,2.0,1,23.4,0,0,0,0,0,0,1,0,1,1.0,2.0,0,0,0,0,0,0.172,1,0,0,0,2.0,34.0,4.0,0.0,1.087719298245614
1,10,521,2,36.0,10.0,40.0,50,0,0.0,26.2,0.3,3.4,10.5,26.2,23.178947368421053,34.73157894736842,0.0,3.4,1006.5,11.552631578947366,0,0,7.3,-2.5,2,0,0,0,1,0,0,0,0.8,0.0,0,0.49999999999999994,-0.8660254037844387,0,0,0,0,0,2,3,1,2.0,1,21.0,0,0,0,0,0,1,0,0,3,2.0,0.0,1,1,0,0,0,0.526,0,0,0,0,0.0,0.0,0.0,0.0,1.1
0,16,657,2,39.0,2.0,67.0,60,1,0.0,28.5,8.7,13.6,9.0,28.5,23.178947368421053,34.73157894736842,0.0,13.6,1013.8,11.552631578947366,0,0,7.3,7.3,4,0,1,0,0,0,1,0,1.117,7.0,1,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0,1,0,0,1.0,0,9.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,1,0.091,0,0,0,0,0.0,0.0,0.0,0.0,0.64
1,11,605,3,35.8,14.0,83.0,70,1,3.6,25.8,3.5,25.4,0.6,25.8,23.178947368421053,34.73157894736842,3.6,25.4,1009.5,11.552631578947366,1,0,3.6,-4.3,2,0,0,0,1,0,0,0,1.186,13.0,1,0.258819045102521,-0.9659258262890682,0,0,0,0,0,0,1,0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0.0,1.0,0,0,0,0,0,0.745,0,0,0,0,0.0,13.0,0.0,0.0,0.42105263157894735
1,17,634,2,44.0,7.0,47.0,50,0,5.5,28.1,3.5,16.1,11.2,28.1,24.1,34.416666666666664,5.5,16.1,1012.6,10.316666666666663,1,1,9.1,3.1,3,1,0,1,0,0,0,0,0.94,0.0,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,2,1,1,2.0,1,22.4,0,0,0,0,1,0,0,0,1,0.0,2.0,0,0,0,0,0,0.259,1,0,1,0,0.0,0.0,4.0,0.0,1.1333333333333333
1,17,528,1,28.0,0.0,45.0,50,0,0.0,24.8,8.0,21.8,13.0,24.8,24.1,34.416666666666664,0.0,21.8,1009.4,10.316666666666663,0,0,9.1,-3.2,2,0,0,0,1,0,0,0,0.9,0.0,0,-0.9659258262890683,-0.25881904510252063,0,0,1,0,0,2,0,1,2.0,1,26.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.1071428571428572
0,11,571,2,31.0,13.0,80.0,50,1,0.0,25.3,5.2,9.1,14.1,25.3,24.1,34.416666666666664,0.0,9.1,1009.2,10.316666666666663,0,0,5.5,-0.2,4,0,1,0,0,0,1,0,1.6,30.0,1,0.258819045102521,-0.9659258262890682,0,0,0,0,0,2,0,1,2.0,1,28.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.929,0,0,0,0,0.0,0.0,0.0,0.0,1.12
0,12,473,3,38.0,7.0,40.0,50,0,0.0,28.9,0.3,5.2,13.4,28.9,24.1,34.416666666666664,0.0,5.2,1011.7,10.316666666666663,0,0,0.0,2.5,4,1,0,0,0,1,0,0,0.8,0.0,0,1.2246467991473532e-16,-1.0,0,0,0,0,0,2,0,1,2.0,1,26.8,0,0,0,0,1,0,0,0,3,2.0,0.0,1,1,0,0,0,0.333,0,0,1,0,0.0,0.0,0.0,0.0,1.1639344262295082
0,8,626,1,53.0,1.0,68.0,50,1,0.0,26.0,5.0,6.5,15.6,26.0,24.1,34.416666666666664,0.0,6.5,1016.3,10.316666666666663,0,0,0.0,4.6,2,0,0,0,1,0,0,0,1.36,18.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,2,3,1,2.0,1,31.2,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0.028,0,0,0,0,0.0,0.0,0.0,0.0,1.2295081967213115
0,14,583,1,18.0,0.0,104.0,70,1,0.0,27.8,8.0,17.1,3.2,27.8,24.385714285714283,31.9,0.0,17.1,1009.7,7.514285714285716,0,0,0.0,-6.6,4,0,1,0,0,0,1,0,1.486,34.0,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,2,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.3333333333333333
1,10,526,1,27.0,9.0,60.0,60,0,4.5,26.0,2.7,7.8,8.8,26.0,24.385714285714283,31.9,4.5,7.8,1012.3,7.514285714285716,1,0,4.5,2.6,2,0,0,0,1,0,0,0,1.0,0.0,0,0.49999999999999994,-0.8660254037844387,0,0,0,1,2,1,1,0,1.0,0,8.8,1,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.9,0,0,0,0,1.0,0.0,1.0,0.0,0.625
0,22,471,1,32.0,3.0,42.0,50,0,4.0,24.8,3.7,25.1,10.9,24.8,24.385714285714283,31.9,4.0,25.1,1012.7,7.514285714285716,1,0,8.5,0.4,3,0,1,0,0,0,0,1,0.84,0.0,0,-0.5000000000000004,0.8660254037844384,1,0,0,1,2,2,1,1,2.0,1,21.8,0,0,0,0,0,0,0,1,1,0.0,1.0,0,0,0,0,0,0.2,1,1,0,1,0.0,0.0,2.0,0.0,1.1
0,16,666,1,27.6,2.0,85.0,50,1,0.0,28.1,5.3,25.6,12.6,28.1,24.385714285714283,31.9,0.0,25.6,1011.3,7.514285714285716,0,0,8.5,-1.4,3,0,1,0,0,0,0,1,1.7,35.0,1,-0.8660254037844385,-0.5000000000000004,0,0,1,1,2,2,1,1,2.0,1,25.2,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,1,0.189,0,0,0,0,0.0,35.0,0.0,0.0,1.0847457627118644
0,9,677,2,32.0,14.0,38.0,50,0,6.6,31.1,3.7,14.0,11.8,31.1,24.385714285714283,31.9,6.6,14.0,1009.2785714285714,7.514285714285716,1,1,10.6,-2.02,3,0,1,0,0,0,0,1,0.76,0.0,0,0.7071067811865476,-0.7071067811865475,0,1,0,1,2,2,1,1,2.0,1,23.6,0,0,0,0,0,0,1,0,1,0.0,2.0,0,0,0,0,0,0.933,1,0,0,1,0.0,0.0,4.0,0.0,1.1355932203389831
1,10,560,3,23.0,2.0,105.0,70,1,1.6,23.8,2.2,13.4,1.2,23.8,24.385714285714283,31.9,1.6,13.4,1010.6,7.514285714285716,1,0,8.2,1.32,4,1,0,0,0,1,0,0,1.5,35.0,1,0.49999999999999994,-0.8660254037844387,0,0,0,1,2,0,1,0,0.0,0,0.0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,1,0.333,0,0,0,0,1.0,35.0,0.0,0.0,0.3181818181818182
0,10,522,1,48.0,6.0,77.0,50,1,0.0,27.1,0.1,16.6,13.9,27.1,24.385714285714283,31.9,0.0,16.6,1013.3,7.514285714285716,0,0,8.2,2.7,2,0,0,0,1,0,0,0,1.54,27.0,1,0.49999999999999994,-0.8660254037844387,0,0,0,1,2,2,0,1,2.0,1,27.8,0,0,1,0,0,0,0,0,3,3.0,0.0,1,1,0,0,0,0.194,0,0,0,0,0.0,0.0,0.0,0.0,1.1639344262295082
0,17,475,1,18.0,0.0,76.0,50,1,15.2,24.1,1.3,15.7,13.8,24.1,25.125,31.875,15.2,15.7,1016.2,6.75,1,1,16.8,2.9,4,1,0,0,0,1,0,0,1.52,26.0,1,-0.9659258262890683,-0.25881904510252063,0,0,1,1,2,2,2,1,2.0,1,27.6,0,0,0,1,0,0,0,0,4,1.0,2.0,0,0,1,0,1,0.0,1,0,1,0,2.0,26.0,4.0,0.0,1.2295081967213115
0,7,500,3,29.0,8.2,36.0,50,0,24.8,23.8,0.5,19.1,13.7,23.8,25.125,31.875,24.8,19.1,1011.0,6.75,1,1,40.0,-5.2,2,0,0,0,1,0,0,0,0.72,0.0,0,0.9659258262890683,-0.25881904510252063,0,1,0,1,2,2,2,1,2.0,1,27.4,0,0,0,0,1,0,0,0,4,2.0,2.0,1,0,0,0,0,0.683,1,0,0,0,4.0,0.0,4.0,0.0,1.2222222222222223
0,14,663,1,30.0,7.0,39.0,50,0,4.3,29.6,2.6,8.6,12.8,29.6,25.125,31.875,4.3,8.6,1009.6,6.75,1,0,44.3,-1.4,3,1,0,1,0,0,0,0,0.78,0.0,0,-0.4999999999999997,-0.8660254037844388,0,0,0,1,2,2,1,1,2.0,1,25.6,0,0,1,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.538,1,0,1,0,1.0,0.0,2.0,0.0,1.1967213114754098
0,12,460,1,64.0,13.0,46.0,60,0,4.5,29.0,3.5,12.3,6.7,29.0,25.125,31.875,4.5,12.3,1009.5416666666666,6.75,1,0,33.6,-0.06,2,0,0,0,1,0,0,0,0.767,0.0,0,1.2246467991473532e-16,-1.0,0,0,0,1,2,1,1,0,1.0,0,6.7,1,0,0,0,0,0,0,0,1,0.0,1.0,0,0,0,1,0,0.277,0,0,0,0,0.0,0.0,1.0,0.0,0.6774193548387096
0,6,641,2,34.0,7.0,54.0,60,0,7.4,25.1,2.2,15.1,10.2,25.1,25.125,31.875,7.4,15.1,1008.9,6.75,1,1,16.2,-0.64,3,0,1,0,0,0,0,1,0.9,0.0,0,1.0,6.123233995736766e-17,0,0,0,1,2,1,2,0,2.0,1,10.2,0,1,0,0,0,0,0,0,1,1.0,2.0,0,0,0,0,0,0.412,0,0,0,1,2.0,0.0,2.0,0.0,0.574468085106383
0,0,607,2,28.0,10.0,66.0,50,1,0.0,23.3,8.4,4.9,11.3,23.3,25.125,31.875,0.0,4.9,1012.0,6.75,0,0,11.9,3.1,4,1,0,0,0,1,0,0,1.32,16.0,1,0.0,1.0,1,0,0,1,2,2,0,1,2.0,1,22.6,0,0,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0.909,0,0,1,0,0.0,0.0,0.0,0.0,1.09375
0,8,657,1,33.0,8.0,66.0,50,1,0.0,25.3,6.1,5.7,12.3,25.3,24.784615384615385,31.253846153846155,0.0,5.7,1010.0,6.469230769230769,0,0,7.4,-2.0,3,1,0,1,0,0,0,0,1.32,16.0,1,0.8660254037844387,-0.4999999999999998,0,1,0,1,2,2,3,1,2.0,1,24.6,0,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0.5,0,0,1,0,0.0,0.0,0.0,0.0,1.1333333333333333
0,20,627,1,18.0,0.0,69.0,50,1,13.3,22.2,1.4,9.2,12.0,22.2,24.784615384615385,31.253846153846155,13.3,9.2,1007.5,6.469230769230769,1,1,13.3,-2.5,3,1,0,1,0,0,0,0,1.38,19.0,1,-0.8660254037844386,0.5000000000000001,1,0,0,1,2,2,0,1,2.0,1,24.0,1,0,0,0,0,0,0,0,4,1.0,2.0,0,0,1,0,1,0.0,1,0,1,0,2.0,0.0,4.0,1.0,1.1929824561403508
0,2,494,1,37.0,8.0,72.0,50,1,0.0,22.3,8.6,4.6,12.5,22.3,24.784615384615385,31.253846153846155,0.0,4.6,1009.2,6.469230769230769,0,0,13.3,1.7,2,0,0,0,1,0,0,0,1.44,22.0,1,0.49999999999999994,0.8660254037844387,1,0,0,1,2,2,2,1,2.0,1,25.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.4,0,1,0,0,0.0,22.0,0.0,0.0,1.1967213114754098
0,11,545,1,21.0,1.0,80.0,60,1,0.0,24.2,7.3,2.4,6.6,24.2,24.784615384615385,31.253846153846155,0.0,2.4,1013.1,6.469230769230769,0,0,13.3,3.9,3,1,0,1,0,0,0,0,1.333,20.0,1,0.258819045102521,-0.9659258262890682,0,0,0,1,2,1,0,0,1.0,0,6.6,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.25,0,0,0,0,0.0,0.0,0.0,0.0,0.6129032258064516
1,23,551,1,24.0,2.0,73.0,60,1,0.0,23.0,5.7,14.5,8.0,23.0,24.784615384615385,31.253846153846155,0.0,17.53846153846154,1010.6,6.469230769230769,0,0,0.0,-2.5,2,0,0,0,1,0,0,0,1.217,13.0,1,-0.25881904510252157,0.9659258262890681,1,0,0,1,2,1,0,0,1.0,0,8.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,0,1,0.286,0,0,0,0,0.0,0.0,0.0,0.0,0.4583333333333333
0,14,579,2,19.0,1.0,73.0,50,1,7.4,25.0,3.3,4.1,13.7,25.0,24.784615384615385,31.253846153846155,7.4,4.1,1009.6,6.469230769230769,1,1,7.4,-1.0,3,1,0,1,0,0,0,0,1.46,23.0,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,2,2,2,1,2.0,1,27.4,0,1,0,0,0,0,0,0,1,0.0,2.0,0,0,1,0,1,0.5,1,0,1,0,0.0,23.0,4.0,0.0,1.196078431372549
1,19,664,2,37.0,15.0,67.0,70,0,0.0,23.4,6.1,4.1,3.0,23.4,24.784615384615385,31.253846153846155,0.0,4.1,1009.2,6.469230769230769,0,0,7.4,-0.4,4,0,1,0,0,0,1,0,0.957,0.0,0,-0.9659258262890684,0.2588190451025203,0,0,1,1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0.75,0,0,0,0,0.0,0.0,0.0,0.0,0.2631578947368421
0,8,676,2,54.0,13.0,57.0,60,0,4.5,27.1,2.3,23.3,10.2,27.1,24.60666666666667,31.793333333333337,4.5,23.3,1012.0,7.186666666666667,1,0,11.9,2.8,2,0,0,0,1,0,0,0,0.95,0.0,0,0.8660254037844387,-0.4999999999999998,0,1,0,1,2,1,1,0,2.0,1,10.2,0,1,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.351,0,0,0,0,1.0,0.0,1.0,0.0,0.574468085106383
0,15,506,1,34.0,11.0,71.0,50,1,4.6,25.0,1.9,19.3,11.0,25.0,24.60666666666667,31.793333333333337,4.6,19.3,1012.3,7.186666666666667,1,0,9.1,0.3,3,0,1,0,0,0,0,1,1.42,21.0,1,-0.7071067811865471,-0.7071067811865479,0,0,0,1,2,2,0,1,2.0,1,22.0,0,0,0,0,0,0,0,1,1,1.0,1.0,0,0,0,0,0,0.647,1,0,0,1,1.0,0.0,2.0,0.0,1.1
1,7,583,1,32.0,14.0,60.0,60,0,6.4,28.1,2.8,10.7,7.6,28.1,24.60666666666667,31.793333333333337,6.4,10.7,1006.7,7.186666666666667,1,1,15.5,-5.6,4,0,1,0,0,0,1,0,1.0,0.0,0,0.9659258262890683,-0.25881904510252063,0,1,0,1,2,1,2,0,1.0,0,7.6,0,0,0,0,0,0,0,1,1,1.0,2.0,0,0,0,0,0,0.933,0,0,0,1,2.0,0.0,2.0,0.0,0.59375
1,20,478,1,35.0,9.0,47.0,50,0,1.5,20.8,2.9,3.7,12.1,20.8,24.60666666666667,31.793333333333337,1.5,3.7,1011.4,7.186666666666667,1,0,12.5,4.7,2,0,0,0,1,0,0,0,0.94,0.0,0,-0.8660254037844386,0.5000000000000001,1,0,0,1,2,2,1,1,2.0,1,24.2,1,0,0,0,0,0,0,0,1,1.0,1.0,0,0,0,0,0,0.5,1,1,0,0,1.0,0.0,2.0,1.0,1.1355932203389831
0,11,535,1,30.0,9.0,93.0,70,1,0.0,25.9,6.9,8.1,0.5,25.9,24.60666666666667,31.793333333333337,0.0,8.1,1012.4,7.186666666666667,0,0,7.9,1.0,4,1,0,0,0,1,0,0,1.329,23.0,1,0.258819045102521,-0.9659258262890682,0,0,0,1,2,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.692,0,0,0,0,0.0,0.0,0.0,0.0,0.36363636363636365
1,17,630,2,54.0,7.0,88.0,60,1,0.0,27.6,5.0,16.4,4.2,27.6,24.60666666666667,31.793333333333337,0.0,16.4,1013.5,7.186666666666667,0,0,1.5,1.1,3,0,1,0,0,0,0,1,1.467,28.0,1,-0.9659258262890683,-0.25881904510252063,0,0,1,1,2,1,0,0,1.0,0,4.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.189,0,0,0,0,0.0,0.0,0.0,0.0,0.6774193548387096
0,18,640,1,31.0,5.0,67.0,50,1,7.0,23.9,2.9,17.4,12.2,23.9,24.60666666666667,31.793333333333337,7.0,17.4,1014.0,7.186666666666667,1,1,7.0,0.5,4,0,1,0,0,0,1,0,1.34,17.0,1,-1.0,-1.8369701987210297e-16,0,0,1,1,2,2,1,1,2.0,1,24.4,0,0,1,0,0,0,0,0,1,1.0,2.0,0,0,0,0,0,0.357,1,0,0,1,2.0,17.0,4.0,0.0,1.1071428571428572
1,22,680,1,34.0,15.0,64.0,50,1,0.0,23.8,0.1,24.2,14.0,23.8,24.60666666666667,31.793333333333337,0.0,24.2,1012.8,7.186666666666667,0,0,7.0,-1.2,4,0,1,0,0,0,1,0,1.28,14.0,1,-0.5000000000000004,0.8660254037844384,1,0,0,1,2,2,1,1,2.0,1,28.0,1,0,0,0,0,0,0,0,3,3.0,0.0,1,1,0,0,0,0.882,0,1,0,0,0.0,14.0,0.0,3.0,1.0961538461538463
1,19,651,2,39.0,6.0,93.0,60,1,7.0,25.4,2.5,22.1,9.8,25.4,24.60666666666667,31.793333333333337,7.0,22.1,1008.3,7.186666666666667,1,1,14.0,-4.5,2,0,0,0,1,0,0,0,1.55,33.0,1,-0.9659258262890684,0.2588190451025203,0,0,1,1,2,1,2,0,1.0,0,9.8,0,0,0,0,0,1,0,0,1,1.0,2.0,0,0,0,0,0,0.273,0,0,0,0,2.0,33.0,2.0,0.0,0.68
1,16,537,1,21.0,3.0,76.0,60,1,5.6,30.7,2.6,14.1,8.4,30.7,23.73,29.945,5.6,14.1,1011.6,6.215,1,1,12.6,3.3,4,0,1,0,0,0,1,0,1.267,16.0,1,-0.8660254037844385,-0.5000000000000004,0,0,1,1,2,1,1,0,1.0,0,8.4,0,0,1,0,0,0,0,0,1,1.0,2.0,0,0,1,0,0,0.75,0,0,0,1,2.0,16.0,2.0,0.0,0.625
